id, sensorName, value, error
00e87155-6c2e-434d-932f-60c3e3bf31f8, straight-diction, 35.11, 1
bf95fe77-7e30-4f43-815a-e296750336a8, decidable-rectangle, 2.22, 1
f3765bff-f072-48d8-bbfa-53f992816eeb, sweet-paddle, 40.68, 0
7c12daa3-1834-44a8-8313-2899487a3582, minty-channel, 74.95, 1
3f92d7e8-d584-42cf-8b2c-f8e373133227, mild-base, 50.53, 0
ffe3f906-1491-4a5c-ab76-10c10bf0be0c, bone-bandwidth, 29.37, 1
70bb6eb8-b6e8-4314-813f-a0e6f50ffe7e, muffled-solenoid, 80.09, 1
f8a78e43-cc0f-428a-a224-f7ddc444915c, moderato-lake, 44.04, 0
34cf66dc-9838-4730-aae4-5fbed6cef003, tender-lepton, 66.27, 1
158a3c4a-f283-4248-a089-695f9bef281e, ivory-haddock, 36.85, 1
22797571-4869-4da8-8967-f02c4874456d, merciless-noir, 48.72, 0
54d3a845-1ea9-4cc3-af93-5639b42da555, few-narrows, 78.12, 1
7179bb76-456c-49e8-89cc-0ed619d50688, sluggish-node, 47.62, 0
2ed65541-3863-4b14-ad36-c44e03901299, spicy-gallon, 81.74, 1
f15513d4-326a-48dd-8c4e-2a4a5fe937aa, express-newel, 61.8, 1
488d3864-c4cb-473b-bd14-f885f2c9731d, alternate-settee, 44.1, 0
7451b615-e67d-44dd-b197-92433a506024, savory-playa, 98.67, 1
e91f157c-47ff-48e2-b648-163e1e3599cf, cruel-loon, 7.11, 1
9628c2f0-f92c-44b1-854c-090a14216d03, slow-distance, 55.22, 0
e2d2fc08-73b2-4c27-bc99-4189a68f28ee, insulated-trough, 89.28, 1
dde96c50-d5e7-475a-97c3-854ccc1e787f, obnoxious-race, 81.4, 1
fc0c3346-6fe2-4a6f-b33b-dac661903fc2, crimson-dividend, 60.17, 1
601f36e1-cd9f-4a5f-9493-254058a03d9c, lime-liason, 40.86, 0
d54b1bbd-1507-4231-abaa-3e655aecfbea, salmon-luge, 73.17, 1
a33e1944-0fb5-403d-bfe7-176f179887a3, open-corduroy, 56.34, 0
a3b5d65c-4c48-4698-9f1a-369523d491c4, hasty-bookcase, 51.11, 0
05aa83dd-3775-42f3-949d-c591fa17493d, grave-twill, 68.9, 1
dec2aeba-21ad-4d09-8a8a-fd2f4703ae22, oriented-band, 55.59, 0
ac64a60b-e766-4a20-8c20-b8e679c6fde5, trite-diffusion, 53.86, 0
9d0ffd12-85c5-45ca-ac27-c01a90426378, nice-set, 29.81, 1
0ca57516-9ee0-4b30-a3cd-8630568be408, radioactive-trellis, 55.39, 0
46e82a6a-1205-4bef-9894-084f01e81ca8, independent-shark, 40.29, 0
e32fa0cb-1c9e-4e50-9b18-c874503d516c, isomorphic-learning, 63.95, 1
20228f71-86a6-40b8-a72f-721ce3345591, oblique-cheeseburger, 57.54, 0
d4391672-55cd-45fc-8ea9-d6ea71bfa1a3, sad-graph, 46.41, 0
05a13e74-a898-4a32-a336-95deb3d01ac5, blistering-float, 54.59, 0
05424087-cbf6-4ad2-a665-dced34f1f138, slim-dialogue, 47.34, 0
b76adea3-cf2c-48c0-bd2f-66eece71ef18, bare-chickadee, 58.23, 0
9c14d75b-03c1-4fcc-9258-41cf87056a8a, warm-duration, 59.38, 0
209d46dc-076b-4472-83d6-4291e44446c8, largo-head, 43.79, 0
f5cb4755-4a2b-4668-a9e0-4f2611ec8d50, generative-solution, 30.26, 1
6355caa3-81db-4e54-82da-f8ebb7ee09eb, gilded-container, 48.99, 0
f4ca0a25-aff9-4580-9e58-e7f316aaa0a9, thick-tabby, 60.15, 1
56919593-3dca-44f4-9bbd-a9a235301e4c, relaxed-pergola, 48.75, 0
3d4aa297-e64c-4c25-af93-e204add56744, proper-silo, 57.7, 0
be421900-5750-4d76-91ce-2ef925eacc87, claret-union, 4.53, 1
69c2860d-3702-4d29-85b9-beac5c45ea08, burning-miter, 52.78, 0
2bbf3c50-a559-4fff-b632-9ce304501500, adiabatic-service, 17.21, 1
030f4430-43ff-463f-9c21-590cdab6cc98, exhaustive-shotgun, 59.95, 0
a61bb51f-ced4-4f68-a88a-3dc5213d472f, collinear-cadence, 50.69, 0
a516d2f4-843d-40b0-bd99-2ab671367ed5, religious-roman, 59.85, 0
f1e0a03c-15b6-4e3c-8ebb-3e5379625ffd, moderato-bilge, 52.39, 0
f71e2255-844e-4659-9e38-ef1f7aa86327, kinetic-keel, 54.32, 0
1c560188-b8d7-450e-97e0-10c151fb4395, chartreuse-list, 43.62, 0
d4ed9a21-7a7f-468c-923a-f93ac8d71c38, relaxed-pilot, 82.21, 1
6e1a79d1-17b7-4a9c-a2f7-f5c73b73168a, relaxed-sempre, 88.72, 1
4499b7dd-0fbd-48d7-bc21-8c60a7bd3009, cobalt-repeat, 56.61, 0
68893a9f-f938-4703-99c9-da8c96c729c7, olive-discount, 81.8, 1
4c5de655-f4a7-4725-b750-20a40527b2d0, new-yogurt, 59.1, 0
2edb8b93-d7c6-4d2a-a849-b5ea3f57057d, crazy-titanium, 52.68, 0
571484d5-305d-4c2e-93c2-7bace878bac7, legacy-polo, 55.59, 0
773adee3-cca2-4f9a-acfd-987637d94454, salty-command, 56.12, 0
4340d8d6-3a0d-42a8-a51d-2bbe9ab8c963, mild-owner, 59.06, 0
c5067586-7a51-4252-b5c8-6f095ba6ae75, brass-switch, 44.8, 0
15d2b1a8-8406-4ffc-be96-c5e72041085a, sticky-rack, 45.99, 0
ef16fe8a-cc52-4f64-ba90-d797544a454c, sharp-hint, 56.11, 1
2a87f2f8-6d42-497b-9584-d9470a9c42eb, damp-inertia, 51.54, 0
f0c71399-9cda-4fa8-a5e1-1429db76ab8b, equidistant-smooth, 54.4, 0
a04ff6c3-01fa-47ef-b3b5-b70d0074334e, savage-plan, 49.01, 0
8e366d9e-844a-4f93-8097-81d8619eddfb, hot-stream, 85.61, 1
e6545713-182f-43b1-8fd4-419d37fa2691, heartless-map, 41.49, 0
4e43997d-f3ec-4fb7-83ae-7e7d6951931a, paper-wireframe, 31.94, 1
336e462c-34f8-43a2-91c2-3d5a92701d81, forgiving-saturation, 55.55, 1
876d52e3-ad3b-458d-94b7-4fe2fcdc91ab, searing-branch, 46.54, 0
1f7bef7a-80e3-4b6f-95eb-9225b9169c54, swarm-laboratory, 42.22, 0
8c2133b8-a2fc-45a3-8d49-19bcded6b97b, chewy-kite, 59.95, 0
9c451688-4658-41ea-9cb8-13e9044f16f2, espressivo-envelope, 97.5, 1
c3f04e8a-a758-4e3e-aacb-c1ba0da4b018, burning-interface, 54.29, 0
494f1c5a-b3c3-4085-8b13-561291eff448, synchronic-purse, 47.17, 0
66471543-7e55-470c-8001-25cbf976bc6c, champagne-power, 39.37, 1
dea75ed3-5d05-43d4-a2e1-cac70ff65dc1, andante-audience, 43.77, 0
6f0fad38-b6c4-43cc-938e-afbfccb6c44a, stone-barn, 46.99, 0
8e2481bd-d07a-4b58-8c0e-2c0efbb17dde, direct-drip, 30.89, 1
1db8c03a-a4ae-4a90-9143-b662eff97f18, purple-coconut, 48.43, 0
f987d09e-f217-47d4-b597-dd578b4438cd, active-alignment, 83.99, 1
04e1de1b-333e-4f9d-9978-2e4d18460134, frozen-salsa, 44.32, 0
9ad9050c-cc54-421f-b177-3df927ce063c, watery-judy, 48.26, 0
55d36464-9e1c-4e98-89c7-296d1258d32d, corporate-tone, 52.69, 0
bc568724-29c0-41d0-b780-fd0bfa9e95eb, baked-stage, 45.69, 0
09bd228d-90c8-41f8-bfde-c83920eda2bc, moist-cabinet, 42.46, 0
1532c16d-62d4-4dc1-be97-af3bc2a34050, oriented-shackle, 80.7, 1
fc059ca9-0662-4845-aa71-24fa9d099343, ancient-degree, 55.36, 0
90e2092d-2623-4070-b8ac-3ce13c026976, bright-export, 96.57, 1
4be41588-4a26-47f6-9237-bad9768dcd9c, largo-area, 42.05, 0
cd96f694-9857-461f-a1b1-9fa1ef596bdf, tense-mason, 56.2, 0
9d6b4786-b165-4012-bbb1-56d468105081, level-date, 31.52, 1
6ab2a2bc-5327-40bb-912b-c1abc65981d2, savory-mushroom, 43.06, 0
5ba053fc-c404-4f49-9ad8-bccf04b652af, national-axe, 42.67, 0
6cbdedf2-0a89-4ef6-85ee-5508da7fbd06, big-cut, 32.35, 1
902b8ed4-bf93-4570-a400-327f26909dd6, rust-parapet, 79.02, 1
151f1f43-6ab7-4efb-99bd-c1cb924a82c0, fresh-exercise, 44.16, 1
bbd9afb4-b028-4ab9-9b81-39c0f9467993, broad-porch, 54.52, 0
c45accd2-a750-46df-9007-1487c0a3f9ad, absolute-string, 56.69, 0
b6162bf2-e030-4b4c-9407-b0bb360d9e5d, principal-jar, 36.41, 1
fdc81d1c-dda3-4c84-817f-7d0d5e5a0eb0, collinear-roadway, 87.26, 1
c717ba4b-eed8-461e-aa94-fc6f3c994807, flat-cue, 58.7, 0
81576de7-c70d-4311-a600-168b60b1f787, overcast-bulwark, 96.5, 1
89abc032-9a6b-421a-817b-eca0fd759a97, simmered-sound, 52.22, 0
e7c462c3-1a38-4e73-942f-615320e6819d, crabby-comment, 56.53, 0
b24d06be-8418-4a75-be01-4bfa3762d88f, offline-rotation, 53.12, 0
5d7fb3da-5e99-4654-8ce4-c3d301da2aa8, matching-horseradish, 59.9, 0
3d8a452b-03f3-4e57-9bbf-ae71c9eac2c9, optimal-market, 64.88, 1
4b4a17c1-5c0e-45b5-bfb6-97097ca10c7b, nullary-novel, 40.26, 1
64630f0e-8c6a-42a1-81db-6ff47085810b, figurative-align, 29.24, 1
32f73d7d-4876-4f52-b285-5500f5b4b04d, forward-shallows, 46.17, 0
ea68b821-d89b-4444-85bd-94a5b83f2a63, inclusive-set, 67.59, 1
f1e4bc67-c942-43da-8239-19d0268e4ff5, amortized-pole, 44.6, 0
a563307f-2a94-4979-85f7-2a0bb3673558, cobalt-sample, 52.59, 0
ab8f46f7-9f05-4783-b488-c7720485a8ad, rowdy-cone, 62.04, 1
7ded5ad7-cffe-4808-af12-a217fef4dbdf, cloying-booster, 42.05, 0
5b1316ba-5107-4c78-9404-ebd9a2b0d222, humane-cheeseburger, 90.68, 1
215aef58-3ab7-4425-879c-881566c26724, afraid-javelin, 46.54, 0
9e104974-c32c-4b90-89e3-99f53481bcb8, every-grapnel, 99.06, 1
1a2f1248-e4bd-4216-8cd2-2875e0465dfd, short-archive, 67.79, 1
2a0e7621-62ad-4c39-8ae1-5cac7c365d7d, arctic-disk, 41.19, 1
ce8fe8dc-36de-481f-9466-719747268dba, vintage-click, 51.44, 0
e14e0e16-4375-4929-83ae-4d875a63ec43, isochoric-loader, 52.47, 0
3af03eb9-d37d-4c39-98a7-24ec7186370c, cross-precision, 86.14, 1
16a84c70-dab4-478e-94f5-aaa7275c7e9d, collinear-union, 55.84, 0
ce75c43c-710a-45f8-8f83-3fe85445e403, crimson-kasseri, 92.54, 1
379e1057-b58a-437b-841f-b1816edabe75, senile-chart, 56.71, 0
4a63ff7d-4d71-4a7d-b0f6-955f9734f8e8, wary-treble, 99.73, 1
b280e9c0-fd62-416a-af7c-4a26a7922ea3, lime-guava, 99.04, 1
489f765f-0e17-4dc7-9e4b-bb7b8f1f1aac, flat-coupe, 46.33, 0
a3861aec-27d9-4309-8218-5e5c7e03a507, adiabatic-mythology, 44.44, 0
d8e85ff5-a682-4c14-b45b-c47ba2274684, congruent-wall, 57.92, 0
5d8c9905-cdd1-4f01-989a-18b3e9149232, plumb-porch, 73.49, 1
41819950-66a1-4299-8048-8700ab69137b, weathered-space, 52.61, 0
fc369ae5-58c1-4d58-8b8f-8915c75d5381, hoary-romano, 54.85, 0
60755b10-128e-4d52-a4a6-f776abb1367b, staccato-heap, 51.45, 0
4816d2dd-17ac-4cad-81e0-5cfc97e6d17d, poached-touch, 47.01, 0
1738cb68-638b-4639-ade7-d8d8f95b5053, forward-dope, 57.18, 0
5e8bb2e7-3d58-4aff-b5f4-f79413111641, energetic-pass, 45.94, 0
680e3b5f-7452-491c-a1f7-458b5a286e54, helpful-variance, 46.9, 0
da748e9c-b335-4cf8-a66f-753fc1270873, insulated-instance, 47.61, 0
746bffb5-57f2-4e8b-b405-785801cda1c2, radioactive-regression, 89.98, 1
2f5b9143-59fe-4932-92e6-559e451a83c7, crispy-margin, 41.93, 0
7f0124ea-4764-4f0c-b05a-2aa286d555a0, express-bark, 56.75, 0
6dc3ec5e-f19c-4e1e-94ce-c1829ea4f510, flat-backpack, 51.52, 0
76cc6d53-bdb1-43d2-826e-88961013173e, old-amberjack, 99.2, 1
321da8ab-dde5-4fd6-812c-846fe24fd9c7, refined-quetzal, 85.25, 1
a2ca4a8e-dae8-4315-ace1-20475cb52122, unary-functionality, 56.24, 0
de0bbca6-dfb4-496f-8f5f-e86d95476d2c, flush-block, 49.83, 0
872eea8d-2c61-4014-9ce3-1138d39a5eb8, gilded-auslese, 53.37, 0
1ce461a9-aa6f-4e16-a73c-155917b83cc2, concentric-volcano, 64.24, 1
5fa26be9-1e13-4d3b-8768-ccb4e4657777, wary-byline, 3.78, 1
09bf9f57-39dc-497b-9f0b-e0a228a42eb2, straight-retriever, 59.97, 0
97b98503-25fb-4672-9e9b-767f6adfc18b, wood-event, 47.69, 0
1a955b65-0735-44a1-8831-e8c2141e7c05, cool-luge, 33.85, 1
8b817f21-e6dc-48e8-944c-5e8209e64ea3, absolute-concourse, 58.12, 0
6ec116e2-aef5-4246-bf3a-e6ceda4b9d9c, rowdy-nut, 47.89, 0
2f7d3259-c1de-4045-acce-71d139dfe2b3, equilateral-lacrosse, 46.89, 0
7e1df4e2-5a5a-4d7f-a482-82eee6817cde, binary-arrow, 0.73, 1
3a27d588-1dcf-491a-9ab2-fb7397be471b, prompt-guitar, 55.55, 1
8ba32e4b-21b4-478a-bf06-8a6f71ae575e, critical-ocelot, 40.45, 0
e7e0bb1f-7095-4bce-8d7f-1c5bdc9acbd0, iron-complement, 46.68, 0
8b130f06-8c54-4fef-85ec-d2ae442d94bd, grizzled-osprey, 65.75, 1
3665806f-61e4-4789-b80c-1eaa482cc76a, heather-hound, 58.93, 0
2ae60d20-e5e0-43e2-9993-3eee53e9dde1, dense-dolcetto, 62.4, 1
efd8cf48-c799-4b90-bbc3-aad731114bb7, gray-proof, 47.27, 0
e41614cd-749e-4f84-a830-ec4582781849, blended-mallet, 48.99, 0
2cd9cb2f-8ec4-46d1-80be-146d6400ecbd, minimum-bullet, 52.36, 0
8add7675-aa47-471a-b148-2edefae63bc7, bone-microphone, 86.09, 1
9c43234b-ed3d-494e-953e-d568c6440e9d, sleek-birman, 68.88, 1
cc33b154-6f83-4e70-b0fc-301d1fc885fa, achromatic-powerset, 60.6, 1
51bf07cc-1a5e-4e5e-9205-21532ad8b8bf, chalky-fader, 45.24, 0
7e1e5f2d-4094-4bd9-868f-faac5b256c25, flashed-hadron, 54.27, 0
93a7e885-dd2d-4dd0-a692-d8807f46b50d, brilliant-jog, 40.04, 0
f8c763f0-e4f5-4a01-9630-dc081f41c937, citric-lane, 59.68, 0
985d903b-aa83-403f-96da-3b1c78f80b8a, salty-strait, 56.97, 0
56d9bcfc-e9f3-4b79-bdd7-deddf702eece, gray-burbot, 45.2, 0
b93eba7a-455e-4cf9-874b-95ef1edc3336, obtuse-bassoon, 58.41, 1
804ad879-564f-4fa2-89e6-74d4912b2dd0, plain-flight, 14.21, 1
6ce8b16a-e514-4ceb-813f-6707c6fde562, dry-colby, 45.8, 0
3ad1a503-556a-42b8-a960-1df3621e887d, booming-degree, 42.65, 0
5c6d5efc-0c46-4a25-959e-35f561d52ae7, fast-object, 55.28, 0
b383b0c5-2542-4bbf-b76e-3cdf1b5cd1c3, generous-resistivity, 40.16, 0
d097ae07-1eac-444b-b4c2-b1b6035732b9, livid-flunky, 78.64, 1
4ca11f8b-b02a-42cd-838a-65e9790153e4, wooden-bat, 63.38, 1
7972c5ec-15c5-4c4d-955d-d4faa18dea77, coped-function, 78.64, 1
8088ee17-24b0-4c5a-8533-1a025db933eb, magenta-date, 99.44, 1
39795e79-ff4d-40e3-9f91-f0b048c33b08, extremal-inversion, 50.47, 0
f0e38328-6a27-40db-9a7c-de62ce9d4a7c, brave-alphabet, 63.77, 1
dc9cda46-a10e-4d0c-a350-7dcfe2675e83, absolute-range, 49.74, 0
ba09edcc-70b5-4700-83ef-f7351b51c864, young-setback, 56.2, 0
92addec2-c7ca-4a28-a7fd-c77ebd6d30a7, smoked-quanta, 46.05, 0
4915471d-f299-4478-9512-d65afda2d1a8, horizontal-pistol, 50.84, 0
38d6f3e6-ead2-4e81-945f-6e59e5eaad44, strong-amp, 89.76, 1
23a6a988-80f0-4eeb-a51b-c9594d37c2b2, numerous-popup, 53.7, 0
4a01b476-8275-4fea-afa2-0e4cb9f9dc15, external-resultant, 96.63, 1
0586e8e1-43be-4bdd-8e9a-51509ca868f5, avocado-bagel, 59.21, 0
c1bd33ba-c415-448a-8f08-ba5a311771dc, cobalt-trumpet, 70.23, 1
9a33a50b-4419-476f-937d-b380f199305e, nervous-administrator, 47.86, 0
9dd62cee-f8d7-4b5e-96a8-6dbdafe498c4, stringy-row, 45.21, 0
6c6acb04-2c74-4885-92ce-22bbd89f0af7, nippy-camera, 70.76, 1
2a80fcd8-c92b-4385-a919-782ce0fe816f, planar-halo, 77.3, 1
19856413-c363-497b-a2f8-0fc666d53391, sluggish-party, 59.93, 0
98e5acc2-9bfe-43af-97b0-8f1973e90133, seething-arroyo, 44.15, 0
97c96a52-0910-4728-9cb5-8a22104a8dee, plumb-trap, 52.87, 0
d15c2c16-8f38-4224-b91b-9b764a56e7c9, late-pond, 53.21, 0
6d635044-b58f-4244-bbd9-4c5a5f1741eb, polite-bat, 52.91, 0
1f689672-4515-4408-9525-3ef227d80f83, global-burger, 46.56, 0
49dd46c9-8cfd-4546-9a3a-693da13b2a15, breezy-midpoint, 11.38, 1
b011aa49-455f-443a-8474-e8ec00a1d4d1, mild-layover, 77.7, 1
94282f10-dd2f-454d-a594-559836f48eea, isomorphic-weight, 96.89, 1
a80dff8e-3f0d-4f0c-ab28-7e942194af68, irregular-fruit, 85.61, 1
dec0f66a-f922-40a3-834f-a269b5e63c07, tempered-mortar, 9.12, 1
d69ddef7-61c6-47c5-9079-90798bd50330, muffled-arena, 42.37, 0
27e4d3bd-c535-4f9d-928e-5a77b5917faa, flashed-belt, 55.78, 0
a80088fe-1f54-47ec-9f50-32eb0b1fa297, sleek-antenna, 56.81, 0
c11fd303-7235-4473-b341-30f71c637f62, gourmet-broker, 46.3, 0
acf924ae-25a0-401a-a6d4-da9c86dfe4e0, buttery-option, 57.77, 0
32200ae9-2205-4273-ba4b-0ec60bee1f09, dark-line, 50.27, 0
e10c7cd6-34a8-415f-aa11-61513eed76bb, crispy-hash, 48.43, 0
a958cd2f-c06f-4303-86a8-7ef736b8b401, damp-price, 53.16, 0
1f590cce-746e-42c3-ace4-99a9e35ef118, immense-analog, 50.79, 0
c0f863af-81fe-4dc9-a90d-b87832d1036f, greasy-brace, 55.27, 0
13b57007-a669-4571-9112-028927f2525c, concurrent-canister, 91.8, 1
e33e803c-5f87-40ce-95c9-3b4150ad0afa, hard-translation, 48.62, 0
838ff44d-3685-4716-af02-0dbd87d2dbfb, serious-cliche, 53.34, 0
fab36ade-251a-4d4d-ab27-ed24221ba64e, dark-gate, 86.33, 1
976d9751-e98b-44df-99b9-24f70235474c, recursive-grantor, 55.76, 0
a165de89-2781-43cc-b4fd-688747c20e70, gritty-recon, 51.33, 0
09600484-9003-4a7d-96ee-15519a071903, lime-dictionary, 44.16, 0
60a8daf0-1cfd-4b82-9905-fa67d44108de, lively-segue, 83.58, 1
c674c043-5baf-4263-a8c0-62a61080b8e7, synchronic-vase, 46.62, 0
353bbe94-861d-419b-8698-6bec7fc5b893, weary-download, 9.43, 1
52dea568-3a2c-4444-8edd-b17ecc781b9b, stern-filler, 40.09, 0
58944197-fd20-4cd0-8db3-f60a87749405, undecidable-raisin, 51.35, 0
678362e1-19e0-4c8b-927f-ef2430bad9fc, brilliant-flannel, 26.46, 1
438e5ee3-fe84-48ea-a732-85cac06e4eaf, full-bardolino, 44.95, 0
faa4eac0-ff70-4e4c-a318-fb1de49b1e44, partial-constraint, 93.08, 1
d6070720-ee61-426e-8525-1195306bb8cf, bitter-flounder, 51.81, 0
f2bbe455-5f07-44d7-82f0-967014111908, pale-sauce, 44.55, 0
e532e041-86ca-4b30-addf-642cd3929c2c, many-particle, 51.6, 0
925846e8-c3c8-4eba-8e6d-4f0088f762dc, khaki-cheese, 48.08, 0
1b8ed09e-e2f9-4b2b-8556-68248a11fe2b, savage-raft, 77.05, 1
1d0fd38e-8eaa-4fa9-90a8-8e95b90d0fa9, adjacent-butte, 44.37, 0
4c562811-3915-42c2-b9fa-49c9575db6dc, zesty-engineer, 44.62, 0
42cb4125-80c1-4374-8d0a-931872d43376, product-pineapple, 51.49, 0
12f294bf-7c24-4bb9-a476-8ed640f25f9a, figurative-interest, 73.28, 1
567520ad-3c84-4ecc-9c8f-52d50183959b, simmered-assistant, 20.17, 1
0b9b8c1e-06c2-445e-98ef-6d6fe447ab8d, bare-geometry, 58.8, 0
e442bffc-7a69-4337-8fcd-ce435ecea98d, maximum-potentiality, 27.41, 1
339c5034-a778-4c82-a5ee-157165f78d31, plain-cataract, 45.02, 0
12da22a6-ba5e-4faf-8024-d7e7e6ee796a, ash-design, 19.32, 1
69ef6d42-bcf3-4989-8aa7-f4f5d395bbf1, soft-frequency, 43.36, 1
e43a8f7b-efdb-4209-9acb-1a91d6066b43, descent-claim, 81.75, 1
9acb5df3-a41e-43ed-9ac7-13c557d9178b, flat-detail, 90.51, 1
1d41b8d1-d0c3-42e9-9dd4-1df8d120dea8, vibrato-acquisition, 59.41, 1
4277380c-8380-4d17-a3e5-1520bd766641, acyclic-cuckoo, 48.34, 0
83ed72b9-cd65-4dd5-945d-695a559f75eb, teal-synopsis, 40.07, 0
