id, sensorName, value, error
bb79da95-1ed2-4b4d-a2df-517596f1ba69, mechanical-leadership, -0.22, 1
49eb726e-9f18-447b-82f8-36b521ca21b6, humongous-bagel, 1.83, 0
9d89f28f-e027-405d-a500-b7a9e5c326af, forward-sound, -6.11, 1
01884863-00c7-487a-85bd-13683f4d6687, blaring-contrast, 20.56, 0
1f5c95b9-51a4-4c1f-b6d2-f85d2a73cb74, tiny-appreciation, 35.35, 0
74648dba-25bb-4a13-a389-575f3b3108d3, rosy-plate, 66.19, 0
585d85c0-6d60-45f6-99d2-0a5247b7f776, medium-pepper, 28.17, 0
12c4cfbe-2f91-4e01-bb5a-a706f1e5be9c, immediate-string, 82.04, 1
52a8b239-c6e9-4f5b-9a54-7e274150e596, visible-broadcast, 30.55, 0
ad8c7ae2-da8b-43f1-8952-a86522d2b930, inventive-barn, -8.33, 1
9e2cef27-a9ab-460b-b6eb-8c4065c3b0e9, hard-clover, 28.56, 0
32fff2b2-86ab-4f56-8ad0-3b85832ea0b5, annoying-flagstone, 51.01, 0
5b01c362-67be-4f45-8ee2-6b2962150fa1, lower-cayenne, -1.31, 1
f5af5628-0478-4705-8a27-d44528b078a3, white-nest, 46.39, 0
6b55c63d-8a5f-45dd-8835-6fb409eafc0f, elaborate-rate, 103.71, 1
b797a005-4d01-4b3d-968e-7e80df695343, amortized-cash, 95.05, 1
b35eab0f-dc5f-4b10-a65f-68a5780a20c6, foggy-hoops, -1.02, 1
40e38ea5-0c16-4f5d-9bd0-9c5060f821e4, glossy-projection, 103.43, 1
3f2246ae-2e87-4414-a83b-74b5690b5bfc, burning-karate, 36.03, 0
d52acde5-2a67-4432-b2e2-254c8fb85080, lead-scan, 115.07, 1
75802732-beaf-4d47-8319-2a1f6c57b1d8, matte-resonance, 66.71, 1
d44d4609-7c9b-4403-a4cd-d67901b4a8a2, animato-solo, 17.25, 0
002b1261-eaee-421b-bc86-34f398ced35d, frozen-gutter, -14.1, 1
174ecb7a-a73a-45dd-88ae-97c469bbead4, brave-nut, 91.05, 1
d5010dfc-267c-4b41-8188-2aad9f87f720, nutty-arrangement, 53.51, 0
d6dc2754-1049-443c-9e15-401e7cb32916, old-line, 79.93, 1
4923a25b-7535-4bef-ac7d-d2f9f6782492, broad-status, 65.0, 0
e6860247-a1fe-4ee7-83dd-fad663a28eac, teal-confusion, 65.79, 0
5075c4b6-b7aa-4ac5-8744-72ed184fa7fb, asphalt-novella, 108.16, 1
44ed40bb-3b60-4349-997a-a349b3ccab80, extended-raven, 43.01, 0
80372b63-865b-42e9-8a3d-12e97a7c5f83, resolving-pizza, 60.98, 0
d03305e8-7a0c-479b-9087-09b0d1a7896b, some-spine, 61.97, 0
63e3ee43-829d-4c79-8933-cd827382d3e5, solid-clutch, 14.51, 0
8077cca1-90fb-49e5-bd1a-dc1523747959, forward-graphite, 53.38, 0
31e0d4ca-1158-4b27-ad66-60096942fa22, sleek-garlic, 106.46, 1
00b6e8af-05d2-4bb9-abc7-283fe23fbe85, gray-polygon, 53.12, 0
71f314cb-a616-4671-97c1-bbfce3c17f01, braised-xylophone, 89.53, 1
dfaafd4e-29b4-4763-88c1-907291c9b5f7, greasy-warbler, 9.43, 0
1a3ae346-aac0-448d-a3e0-4626962b4c4b, saucy-reverb, -9.31, 1
b86f88aa-86b0-4a2d-a11d-f16a30899300, topped-locker, 0.42, 0
4edd3d02-383d-4e20-8ad1-0020a99718c3, glossy-studio, 16.75, 0
92b9919c-ebf9-4b94-b0f6-f4eeb2d96719, rigid-cello, 61.68, 0
22f1289f-c0dc-44a8-8608-3fa63b16a2f7, extremal-flue, 64.2, 0
939e3cc9-aa10-4130-8523-1efedc6be018, frayed-compete, 25.54, 0
8826deae-dac9-49eb-a745-1277383aa58b, aged-bandwidth, 76.04, 1
e99797b1-b8f8-418c-852c-8a7fbb298a6d, purple-parallax, 27.75, 0
4d065e25-0f27-4d3e-bd88-c8d034f4eb78, rainy-canal, 82.18, 1
a04f62e5-f3db-4fbd-bb92-9cb481e5b0c9, swift-queue, 6.98, 0
838473d1-3823-424d-af1e-383f128f0624, decidable-jacquard, 5.23, 0
3f7f1cf7-1a06-4ae3-9f5b-363a6ebe37ff, sensitive-cobra, 96.92, 1
11bf3933-822a-4a90-ac6e-1f02c9ad236e, hushed-width, 6.38, 0
7f2bb045-bfe9-464f-ac0d-c71a6bff90fd, silver-output, 5.67, 0
f2f5c5b0-0177-4150-a4da-249dba2273cc, calm-setback, 105.51, 1
cae148f5-3c04-48db-bfde-bfbd6103bbed, muffled-compartment, 49.21, 0
f4a3948f-5764-4029-9677-d2e6735db09c, exhaustive-matrix, 2.12, 1
91bd613e-5a88-49aa-b27a-0c122c3a2100, knurled-surrender, 24.53, 0
f8d78020-c5d3-42ed-927c-b2b1175b5aaa, cruel-lead, 105.65, 1
b2cb4647-70c4-45c0-b09f-170ced1bc912, human-anchovy, 97.38, 1
feb5514c-abf1-4487-908c-38b08c3272a7, foggy-ricotta, 55.21, 0
2bff0fc9-225d-43af-9eff-dc0ef24e3e76, parallel-van, 49.72, 0
95b16a45-ac78-4ac9-ac06-0ccedb98adeb, courtly-cobbler, 64.69, 1
545da08c-f922-4e2c-a4b5-06d887df446a, connected-patio, 2.37, 0
5bb5579c-e430-4a52-8309-d9201c66c528, convoluted-store, 6.07, 0
2191254a-e12a-4f04-a2b3-2f19fc7101f4, golden-tilapia, 51.87, 0
2c2df6e6-6e99-4fa1-ba07-e882708bd8ef, forward-envelope, 30.03, 0
789424d9-50f7-429d-abf8-774c575ff07c, silver-mamba, 60.31, 0
f3dc0bea-d2cb-40c5-affa-9cb0e87f4be2, sluggish-compressor, 85.01, 1
2a93cc37-5752-44de-9861-ac0cb9b4277b, wise-mahogany, 43.22, 0
f00b3c21-a567-48b0-83a5-291ee0d4a3a6, hoary-solo, 38.3, 0
d50b999f-499c-43c8-bd96-0d849ab130c5, rainy-skunk, 92.15, 1
b7201694-4401-4468-8909-c9e8abe8e8e9, lazy-application, 65.85, 0
6e29cd92-9826-4b9a-a6fc-0e42148ad94f, persistent-code, 30.57, 0
2d96a304-b893-430b-9cad-4b3eee28b48b, drab-limousine, 26.67, 0
371060e8-0d12-420d-8aa6-13d91d94c196, unary-octree, 20.19, 0
1a321479-a938-4f6e-9466-87804130d579, binary-clover, 12.91, 0
f7d29098-85c8-4d45-b3b5-ec3f175796c1, pale-chapel, 2.24, 1
9e867d7f-ae6f-4b05-a3ce-20cbf70b07b6, obliging-puffin, 4.69, 0
4aceffb7-2571-4233-b94b-c2b8c87cef15, frigid-south, 115.19, 1
9fda08ff-1805-4790-8a16-ea9102a4bc6d, resolving-appreciation, 69.75, 1
3a75b77f-e398-4bce-bac9-56b59de95884, patient-texture, 6.39, 0
0d443847-678e-4cde-9479-9aff37b5fbbe, purple-honey, -1.23, 1
1afc8b88-8c7f-4a42-ae16-2264264d1ed7, speedy-surrender, 11.21, 0
a250f361-1b2d-4ff4-98de-ab0bc2d24835, constant-list, 22.96, 0
9acd20f8-f3b2-48f8-a77a-124d32a3d3b1, obliging-node, -14.74, 1
9b797b54-586b-4314-9c5e-43145a957fbe, chewy-geometry, 16.12, 0
03e04f71-fc7f-47a9-8c05-fe91a13aaf66, taxonomic-mandrill, 37.14, 0
dd47c98b-9499-4ed7-8579-c3ee4ca69a3f, straight-tennis, 4.01, 1
f23648de-965f-448b-95e6-cbfe2b7aaa87, plain-rack, 42.72, 0
c91c9a2e-27b5-4f3d-952b-e6c3dc2327d6, immediate-basement, 21.98, 0
0b73e174-fec5-4a40-8828-0855d45d8df1, plum-ownership, 82.22, 1
89bf03aa-df95-4e58-b4b4-49732b237317, counting-barracks, 15.06, 0
5a0f240f-26d7-4d9e-b56a-9a4db5d9dee9, every-portico, 67.77, 1
09d6b5f1-2e46-41c9-b275-3d39ce1799fc, rapid-teapot, 6.49, 0
70405e84-d9d7-404b-876d-3c2b07b9cc5b, bronze-line, 44.9, 0
70f94056-bb1a-432e-96da-f2a160640863, glossy-hawk, 7.53, 0
ee47d056-1404-4883-ac63-32587b38b519, interior-hutch, 0.32, 1
aa87250f-3b41-45ed-b905-320fb7d3a2a6, cold-beans, -13.52, 1
5e699767-2d62-4664-b099-9484f56f2aaf, white-chain, 7.44, 0
7ecede58-281b-472b-8e5f-943523d20748, graceful-transmitter, 19.46, 0
90b872b3-c2f7-4f9a-bd72-6e1f04bbfcb6, rigid-target, 81.67, 1
cf62b659-b254-409a-961a-c52e0e180203, muted-sortie, 62.29, 0
ea410393-95ea-443e-bf45-c326316bb494, plain-grouper, 60.24, 0
1ecd5c93-018d-4cc5-9662-3d4d122e54fd, metallic-oak, 11.29, 0
fd29be06-09c8-4cee-b22b-16d3500459f6, exhaustive-pair, 87.97, 1
315ab20f-da90-4354-9935-039d0c37ef14, freezing-decorator, 28.36, 0
df1e7cb4-eb3b-413b-bfe2-8829784326c7, plastic-hoop, -0.69, 1
04028a4e-aa00-4c27-a5e9-db5b04eccffd, lively-kernel, 68.15, 0
a9945f55-5027-4d7e-a180-ebb7f3279100, green-yeast, 41.28, 0
0187b404-9b76-4995-97cf-02a2048e082d, cyclic-radian, 20.12, 0
8421174e-0d03-4c95-b6ff-853a379b7699, convoluted-cathode, 60.55, 0
ad8421b0-c509-49aa-87df-8c10deeb058b, binding-run, 66.17, 0
fa28447a-afb3-4064-83a9-18f7f76dc893, fresh-frame, 4.35, 0
cecab557-5fef-4e58-b6eb-1e66f9c951bc, organic-mole, -12.77, 1
68710c57-0303-4622-8416-9e70290e0c15, buttery-continent, 112.97, 1
0dd5c3e2-b801-4675-af03-e283d89b0113, prompt-number, 23.36, 0
7c6fa5ad-65ca-4441-85b9-81d6d9c82fd0, immature-loader, 28.75, 0
798db04a-56e0-474b-8664-ba67e967f087, caramel-hamburger, 113.14, 1
4b3d5270-28e7-4a4e-8f12-7a9145d2c2fb, horizontal-pastry, 6.84, 0
6fd97462-816c-49f1-8c29-df1c7827c591, international-lumber, 0.1, 0
4def6ed1-dcf4-4044-a683-28447506d3b7, new-pug, 61.98, 1
4f2f5453-8d78-496a-90cc-1a918793e936, acyclic-second, 16.37, 0
244dbb84-dd72-4a3d-88b1-647dffcfce42, reduced-forte, 64.93, 0
7ff4376a-ddac-4360-b804-9805afe34f35, convex-enchilada, 15.8, 0
496817b9-4dae-4e07-85ca-5ff4b666a7e0, sweet-waffle, -3.38, 1
ed5a232a-07d7-4c96-b07d-c694601a6938, cold-cistern, 51.76, 0
394373e0-0a3a-42d2-89a8-003ba569fa77, insulated-strait, 69.25, 0
d2e01a1c-2570-4efa-99be-1a510294b8c5, sugary-return, 47.29, 0
e8f39652-506b-4d1a-a143-419ca2faf430, complicated-clause, 27.47, 0
c308d8f6-bd3d-412f-b4b4-f614b6481e3f, clean-meander, 13.54, 0
bb71be1a-0131-4391-b1dc-ff7a090c0a69, dynamic-recourse, 108.27, 1
54789d15-c83a-4c9b-a5b0-9ce0fa38f66e, immature-request, 25.64, 0
611fd7fe-f3ab-4979-8de6-e1c20d50bc84, rosy-texture, 56.71, 0
44193101-a9ad-45d5-97b7-d119dc855b57, sienna-parallax, 27.32, 0
2d268ea4-e36b-46b7-8e35-bf5faf6d4e68, worn-action, 26.59, 0
8c5271e0-2fbb-4be2-875e-0fabeb11c957, gilded-heron, 46.04, 0
a2af0b6f-9135-4ab5-8d02-8684f213ba5d, horizontal-geyser, 60.66, 0
04bc7a7a-1d53-473f-8b42-aff0e38fd479, huge-east, 16.7, 0
cb0ee489-c247-4cd1-8f5d-fc8eb56ba71d, wary-rail, 12.02, 0
e50c7d37-2e8a-4823-8eb9-1cd87dc7c8ee, pleasant-trie, 4.84, 0
27b10a58-3f85-4b93-a609-c89d7023bdc0, chocolate-blade, 26.74, 0
ee282d31-a344-4c2a-ab18-0669d466b221, tart-alphabet, -9.52, 1
bcff8b1b-70f7-4400-b540-8ea1fe0cb86b, balanced-modern, 60.85, 1
624bb862-8d02-4aec-b8d5-1bfc5a2b83b4, wide-bulwark, 76.88, 1
d4f2f074-d377-4791-9d17-5e17d29761dd, unproductive-raisin, -12.16, 1
8a5a525e-0a58-4625-ab54-f6e66c17d70a, dry-leadership, 110.54, 1
5fb624e3-7f86-4644-9011-716467c751cb, bounded-partition, 34.33, 0
e9639b17-178e-467a-9f2e-7f89d3a1f664, cool-human, 48.89, 0
b7a88795-2a68-4659-9501-dc779ea56da9, elegant-load, 32.31, 0
570dac1f-e99b-4fdd-99a1-277ae0b6e4ee, vain-fort, 42.72, 0
d2147d39-7a25-45d9-8f25-6cd396ffdcb0, swift-chenille, 41.72, 0
e31f3ac3-bd60-464a-bed0-6a7c6001d70a, short-seat, 10.76, 0
af2daf93-df70-458d-9b8f-3b00204b970c, smoked-rank, 79.29, 1
ebc3395e-8284-44a4-8651-70b7037f3df4, equidistant-bobtail, 73.93, 1
afc59091-2bf5-4f7d-8ee1-b7398e86f2c0, cautious-fuse, 10.55, 0
735367ca-95d5-449e-9fed-68a077701ab1, district-sting, 116.44, 1
4a29a766-41e4-4d86-8411-3566c128242f, roaring-mythology, 42.03, 0
81fbb66d-784a-4dcb-9f8f-328b7e8137f5, cool-subcompact, 75.68, 1
eb127f02-37c8-404c-9e2d-14419dfb66b9, latent-monoid, 114.92, 1
e29ec64f-5417-4d69-9760-c0c2af5912c9, olive-trill, 8.91, 0
9858d87c-2221-4076-9626-7d10154c2228, creative-culture, 28.04, 0
f3125ae6-345d-449a-932e-fccf4fe967ae, dry-acre, 106.26, 1
e56bad59-484a-4da7-8e6e-1aa71c08c5ac, citric-chair, -11.32, 1
f2c82e2a-4043-4f70-8cd8-aca7a7ffea58, internal-mindshare, 66.01, 1
11061380-9ef3-44f0-a9f0-3fba963824c9, moist-engineer, 15.05, 0
e9d56a5c-ceb8-49da-9fdb-ca302adf312b, chunky-warp, 24.03, 0
3a9d461e-ae13-4410-a3e8-0e86522c5ebf, silver-provenance, 68.19, 1
6319434a-1fdf-40fc-84d5-8433d9a9e0aa, greasy-insulation, -0.37, 1
27c6476d-672e-4de5-9c83-eb035ee25957, old-shop, -8.95, 1
a1c065bb-8424-4812-be52-867b8652410b, agile-world, 33.65, 0
4614ef9f-8ac2-4b5d-b325-acc8b75516fb, animato-amarone, 14.99, 0
bd135e6b-f1c5-42ca-89f2-799262459ee4, legato-shell, 79.41, 1
2f56761b-5bda-4f4b-b819-bfc0a1594e6b, lower-galley, -5.92, 1
6701b05a-c39e-4adb-854a-1885a8836cb1, potential-ash, 29.82, 0
4bfc3536-19c5-42a2-b98b-df5b6a1b3b12, canary-captain, 59.8, 0
bec2cd41-72ae-4107-8a4e-6d31f5e5e824, dark-jersey, 31.28, 0
5767a281-886f-4298-bb69-3997b0bfe932, purple-pitch, 13.39, 0
5365b504-1772-4b27-b840-d05d07a5ba78, juvenile-grid, 8.29, 0
4aa82885-8c45-48fb-bc73-028031187a46, bipartite-fossa, -3.42, 1
7155d0b7-0f98-4099-8145-7e28368dd787, creamy-spread, -1.34, 1
ba5548ff-c1e4-4775-b90c-df8d7e8d51f5, timid-tiger, 44.5, 0
20032206-7de4-4aaf-bf70-15734f39c1e2, patient-gain, 62.08, 0
52b1bb37-d0f0-429c-8840-4154d8746a0d, counting-nectarine, 35.3, 0
9cdfd04b-8375-47ab-8764-1e7666215a9a, wintry-profile, 40.24, 0
2527cdc3-9eab-4bfe-a880-754cccd437ec, gentle-adaptation, 63.42, 0
f034ea9c-8a4f-4831-b4e3-950acdcc8648, wicker-rhombus, 76.53, 1
53376b4f-e520-4a7b-9e4b-086e52b635c4, sweet-trie, 29.99, 0
40c35bb4-8908-4277-a2da-d99e643e67f7, inverted-tuba, 51.09, 0
f1eedc8a-70fb-4251-b160-971875176500, broad-apparition, 100.18, 1
d30a3085-e57f-4bd1-b7ba-76c9f5956570, soluble-inflation, 97.29, 1
bb33a73d-b129-4fe5-ac26-b1689c5253d9, lead-tank, 42.36, 0
af99b776-2d7b-45c2-9b0a-0d2dd671261e, oblique-meander, 91.17, 1
8ee8698f-46ec-4d75-a670-9002ca97c465, chewy-poutine, 64.15, 1
060e398d-6fd7-49e5-8610-38e5c7f67bb7, happy-teaser, -7.36, 1
5f42231c-f1ca-409e-b874-1a7682001288, giant-buffet, 21.58, 0
14cbddd9-a97b-4d76-997d-435f62e3002f, blistering-carton, -7.34, 1
23906983-fbcc-4c42-bf4e-e8da3ec049f1, great-text, 42.5, 0
58b1426a-1f59-480b-8c88-6c7e776f3d10, rigid-height, -0.83, 1
9c3ff089-de61-45a0-8a26-8fd38f70557e, chalky-bison, 109.46, 1
0e7e0ab9-2c76-47f4-8af6-b685a5c4c279, poached-prefix, 26.61, 0
ef361141-3633-4326-896b-a54c0202b710, muffled-model, -14.26, 1
149d34ee-c942-4f33-9948-8a6519831850, blaring-factory, 2.84, 0
035bb388-6f0d-4c79-b2d2-44000130d69f, lime-latency, 45.85, 0
4cf689a5-2f8e-453b-bbfb-a752c8331706, corporate-motif, 39.04, 0
dea254e8-1484-474e-b96e-9e3a06dc3ab5, gravitational-stain, -14.96, 1
1ca90340-8439-43e1-9711-b010f18bedda, shy-conduit, 0.51, 1
a34985e5-c346-4319-8d1a-b803aa7d858f, amber-spam, 67.54, 0
25e684d8-f019-48cd-a09c-513352b4904c, associative-blower, 62.31, 0
61c72583-57e4-4a9b-a714-659cc95b4de5, nullary-drawer, 95.39, 1
73f184ff-9a7b-4ea6-ab59-79ccb56fa640, navy-stock, 50.11, 0
9fc1bd07-809f-40ca-bd29-48612e297d7d, happy-tunnel, 64.55, 1
569fc34b-9978-4d67-af2e-0f200f02c083, cautious-orchestrator, 10.36, 0
1d23734c-f6ef-438a-92b3-3ccb7c5b01b4, brute-pastry, 62.56, 1
aeaff3b3-46f9-4591-8b67-6c140f0a1e86, succulent-transfer, 35.21, 0
31efdec2-ee38-49f8-a549-d25b6cf42b48, amicable-modulation, 7.22, 0
cd803e2e-b73a-4e22-9f79-e828b689e205, damaged-prism, 41.84, 0
195a5a11-4cc3-4f32-910f-45bf4489d073, deterministic-accent, -12.82, 1
bbe698b1-3f51-4676-a682-d1badf5c89bd, organic-logo, 86.44, 1
ba7d9e59-b420-40e3-83ae-de0eaf14f362, plain-stable, 64.85, 0
76db54cb-6f9f-40ab-8f62-a248e1f1fb22, presto-fork, 113.66, 1
84d0cfc8-a627-44fb-b8be-3e2cf23d5e64, quadratic-peak, 35.29, 0
122c1559-1dc0-43c9-8194-beaf48e96fbd, cold-gain, 45.22, 0
5827aae4-cf06-4036-b5a9-f71828ee4c7c, mild-performance, 107.69, 1
15f0c324-bd51-4848-b92a-b21b5d7fbd2b, bold-sting, 8.36, 0
ffc8ddde-e587-4b40-b551-e077f697e13d, loud-mixture, 117.18, 1
a57ed6e8-f2bf-4b04-a7cd-d7c6f3c7ebd7, gentle-frisbee, 21.8, 0
24277246-7c2f-41be-afe6-a7ec8b230875, express-skua, 32.3, 0
e4a9660c-debf-4417-ae08-c03a2027e5d7, heartless-potentiality, 58.61, 0
b47c1af0-ad51-4970-aaf7-e4de5a81c2c8, free-finger, -14.33, 1
12b75ac9-1e98-4a46-be49-4c21e79037d6, buoyant-asset, 43.08, 0
54abfabd-2bdf-4fd0-bd9c-c77fec509c3e, impulsive-texture, 117.58, 1
bd5492ba-1e77-4e85-bc06-595106b20a7d, figurative-rail, -4.15, 1
1c04fe1d-073b-4aaa-83d3-06e38ca4f1c3, plain-wharf, 78.2, 1
caf60b75-b31c-4655-8024-a549ceaa4bab, champagne-marsh, -5.43, 1
cd9452c7-d853-4061-8869-e5d8cf1893a9, new-wagon, 46.35, 0
b043d3b6-114f-4fed-bb1b-4e41def5fd67, another-delta, 12.18, 0
f9c1daf6-82ef-48db-8986-5dfc543199e8, parallel-buffet, 34.5, 0
7658db01-e9a8-493a-b3b5-424e4e22c50b, refined-log, 79.32, 1
2cf7b9eb-f911-4a22-a4c7-d42ed9bf9996, brilliant-centroid, 40.35, 0
ec06717f-9578-49f3-9cca-3566f9caf19c, glum-bulwark, -12.83, 1
d2794dc6-1467-46e9-b7b3-a855a040f06e, ripe-levee, 61.84, 0
3055e254-e95d-4cd1-9f23-257adbd5374b, concrete-mindshare, -5.77, 1
6a4ac3c6-847b-40d3-b989-e68bbbb8e48a, wooden-compete, 1.07, 1
98120db9-1a50-4f58-8371-a3dbbe1b1ad9, diachronic-narrows, 62.37, 1
b49bb506-5252-43ae-bd65-b143ddea2a58, golden-officer, 30.32, 0
470b8644-b104-4b68-b0d4-53536f9934cb, feasible-voice, 5.87, 0
9c50d59b-b095-43c9-8a0e-fca2db1b94a5, golden-buffalo, 41.08, 0
2a64b307-1601-48d0-8cdb-6a0933552c3f, dull-watt, 42.43, 0
3208a494-0097-4078-8df2-27a774d8c5ee, immediate-gutter, 115.98, 1
05e0077d-c49f-437c-9ba1-34253c26c171, parallel-gin, 55.71, 0
e65278d0-6e99-4b7c-9d34-ac2a138b76c9, shy-cognac, 9.45, 0
cb991baf-45b1-48f0-b13d-698379643ef8, unary-century, -1.53, 1
0cb3560b-1f3b-4ead-bb2d-df192e6aa2ef, knurled-circuit, 5.54, 0
f90059e9-0e91-48cc-8457-cc7a0c9384ed, sienna-spitz, 4.53, 0
6786e9e5-b257-415b-b39c-1dd1354c9010, grandioso-engine, 32.69, 0
036d6a98-2eb3-4ee2-88e5-4c56e13862ca, average-deck, 35.97, 0
6d77bd03-31a1-4890-a860-336645c20fcc, greedy-climax, 84.6, 1
ab65f6d2-9bea-4998-b52d-7b9a90132ad3, visible-opacity, 68.34, 0
611d6b35-6977-47ce-9ea3-da568c91b904, frigid-agent, 65.0, 0
e9ce9cc5-d93e-471e-be16-420a45e4b659, level-shares, 88.79, 1
536e0e42-bb6b-446c-90e0-d376d3897db6, dynamic-instructor, 69.02, 0
aa5e7849-b8ab-46bb-9822-5c67276dfc6a, lazy-squircle, 5.29, 0
69727073-bd8a-4d10-8bb0-024bda3e5604, deafening-automaton, 14.26, 0
562a1759-664a-455b-961b-6b5ea4d93fb9, bitter-sash, 46.86, 0
21409c23-0b98-4c17-87ba-8a31c33a66bf, chewy-ranch, 9.37, 0
b45878e5-a1b8-42aa-b7a7-595fcbfe1b47, spatial-crow, 41.28, 0
5e195884-16b5-4040-8554-ba988796d37c, quick-darter, 8.12, 0
89ac72cb-63fd-4410-9f00-3fc2f34727c1, cautious-bucket, 2.05, 0
d1ef1a30-6dcb-4a04-a312-5070d2ef94a5, cautious-conjunction, 25.3, 0
78dad5f0-b7e5-469e-b575-f6cbb81be1a7, miniature-pilaster, 63.6, 0
062652fa-a15d-4454-ad15-354b7523f63f, teal-grade, 29.69, 0
6cdca004-76ac-437a-af43-a324d4f55b61, every-cilantro, 53.15, 0
31b1af2a-c841-41b1-9e4b-569ff1c538af, raw-diatonic, 69.52, 0
92afec98-07c0-4b86-84bb-0d7322d2a310, sweet-flagstone, 97.44, 1
6cff6d70-48c1-4fac-8520-663d2ba64f2c, amiable-drawer, 104.71, 1
b2c7ebf0-dc37-42eb-92e4-9a2f39594152, charitable-report, 102.06, 1
