id, sensorName, value, error
a40d885b-0ad3-437d-8545-fd2775b6c75a, amicable-classifier, 186.79, 1
7c0d5364-16f5-428c-aa2b-6899e1d46192, legato-chicken, 295.79, 1
b9a80503-e146-4180-ba55-fb037fb28113, optical-humvee, 1141.64, 1
e64484d3-708f-45ee-bc29-d860aef83c88, pure-float, 1099.75, 1
bc81b9c1-8e49-4b08-ac29-d57ac455339d, direct-scale, 613.93, 0
dded2cbb-fb73-47a4-9ee4-8650e929d3e8, burning-hertz, 933.44, 0
6f1fda03-712f-43fa-9c7b-5d7deaa518cd, grizzled-soccer, 1135.98, 1
fd680a16-c53d-41e4-85d2-6b20b2238d79, tense-rink, 765.13, 0
62224889-bdf3-4398-8f35-6c4ce90e8a89, electric-flounder, 896.09, 0
b65eef9c-dccd-42a0-b00d-7202d1a443ac, crazy-fort, 788.69, 0
c5175ac3-af98-4b71-ba48-c702b8179fd1, gilded-barolo, 1102.06, 1
40a3f811-1f9a-4692-8886-9319b4f10fad, topped-plate, 1369.62, 1
f2799d3d-ff42-44e2-9375-94d6df46d916, trite-road, 732.93, 0
1f011411-47ae-4169-a459-f7de3a3976a4, damp-boom, 747.13, 0
6a3b990b-5d72-45a9-a6cf-20b28e1d6130, stubborn-modal, 736.07, 0
0733fb8e-b7fa-454d-bd75-0a2d7bf067ee, primordial-rosé, 401.5, 1
ae0c3dc2-270f-4503-938c-0183678b79d7, decidable-plant, 1359.61, 1
115c92b7-3d55-442d-90c2-a5fc30a727be, buttery-bell, 1301.69, 1
50741f24-43fb-425b-b2c6-589e226d243e, kind-solo, 1470.41, 1
0450530d-25e1-4b09-95e8-cd31542bd0bc, deafening-squash, 1066.26, 1
f2c7ac6c-8237-4c14-ae21-813d4d6f1ff5, pink-soda, 1358.45, 1
4667b761-fc8a-40f5-9d61-73f7b3e6d540, bounded-shim, 996.07, 0
e8100fc2-6ebf-49f1-a0d0-e025cda6dbc4, immediate-bagel, 821.86, 0
053d61cb-5206-4918-a203-b28da6da09c4, congruent-team, 966.01, 0
3cd6a49a-8003-40e7-b0f0-e6b1f2f85312, blaring-flask, 614.13, 0
772c2cb2-c909-40c3-bb94-6e1f3f4046a6, calm-melt, 959.98, 0
55f78c99-6984-4a98-a6aa-fe66729cb833, strong-inertia, 628.01, 0
e072d452-cdbd-41f7-a2f1-8e4d2431ed02, extremal-edge, 251.34, 1
eee080db-ed90-4974-9592-7856444d41b0, humongous-proposal, 1337.73, 1
386d674f-248c-488d-b202-baf67016bba9, odious-arrowroot, 1470.63, 1
d1d61717-3cf7-454c-b095-9ecc036622e4, blocky-BLT, 702.85, 0
90149528-024d-487a-ab41-2ee53457a382, rectilinear-wolverine, 898.46, 0
bbd5c729-bc3f-4049-81e2-0da95f5da607, daring-station, 568.43, 0
424c398e-2488-4eea-8889-2a6c31af7bec, glossy-en, 839.25, 0
9fad8d61-4fef-4b49-8511-d4044377185c, linear-volume, 852.69, 0
8edd14fc-1f8f-4f79-8211-ea9aee13fc69, vertical-involute, 371.29, 1
ec22a06e-2f95-4fd0-ae73-2567448a606b, espressivo-surface, 242.23, 1
57939435-7a7a-404a-afd0-ef36fc19e958, optimal-marimba, 1460.39, 1
cccbac45-0796-466e-b54a-68ae48411c53, calm-pavilion, 382.04, 1
4f79761f-e65a-44cc-8428-66907bbf2240, dark-chablis, 164.36, 1
94935169-a6f9-4d08-add9-bbf10843ca08, snow-combination, 1221.14, 1
31cead4e-c6c4-43f7-aa43-dc14170206a8, achromatic-percussion, 69.52, 1
37508262-5e9f-4bfd-91fa-21f89fb90e63, level-buffet, 246.97, 1
d27ea0ee-eff6-4f55-8edc-88dc585b7756, devout-west, 559.41, 0
ac503da6-32c1-4d4b-a842-df34552bca04, undirected-chives, 988.42, 0
061eabed-d2e1-40e9-a5d3-58727e9e3d4a, silver-tributary, 1061.54, 1
8107a208-869e-479b-90ab-17d1e41e4dc5, soft-archipelago, 540.82, 0
a55c1739-3d2a-471e-a959-6fe5a543e0cc, online-museum, 1413.41, 1
4e8c59dc-719b-4012-a153-961610dda1d2, smoggy-quail, 558.98, 0
0ddeb932-9930-4454-ad9a-52adb2b4de76, worried-producer, 147.89, 1
51890b57-727f-4052-a7d8-4506deff3521, indulgent-array, 1073.41, 1
4f4ed722-cd1b-464b-8d43-bf62c70a9b4b, hushed-heather, 942.21, 0
c58f6352-93ac-4bc1-a4a3-865d07c2f39b, mad-persian, 734.94, 0
881c3a42-099f-403e-b92e-8356eb375bb4, aquamarine-denim, 1220.95, 1
164c459d-3b99-4dc6-8bfb-f034dcd5b65c, stale-fowl, 70.29, 1
0981f272-8b50-4447-aa7f-aeeedaf88abc, tense-macaw, 669.65, 0
d9e51fab-35fa-4f5e-8f9c-2634856a2916, crunchy-pushback, 727.78, 0
46a636da-0d5c-49e9-a79d-d5e3f256991d, proud-copyright, 1306.42, 1
d4c71a4e-96da-4b18-ad9a-d880d5bac73a, straight-taste, 324.87, 1
6ed6d137-ca39-44d4-a608-26785af00096, oblique-stool, 853.28, 0
be6a2ea6-33d1-4668-b2dc-9a429c3feb73, humble-leopard, 1068.9, 1
8cb0bca1-b740-4ac1-ae5f-61176a401a44, grilled-formatting, 565.39, 0
8e44384f-51d2-4fa0-b651-b3df0a004135, objective-allegory, 1294.85, 1
45c61651-759f-4507-9e2e-dd4db6a8c8b3, natural-sport, 1270.96, 1
93296c17-373a-47a6-96db-ee2b1f33fb98, damp-column, 697.15, 0
503893c1-4d62-45a1-aaeb-9e3f8abe38ed, decidable-steel, 1482.68, 1
731487b0-729b-4e60-84dc-891295cfec70, salty-shift, 760.83, 0
54c108db-1521-4352-a863-f343c24c590d, sophisticated-strategy, 765.9, 0
11cbde86-a871-4eb9-9717-5e4cb0ad31ec, convoluted-cloverleaf, 821.34, 0
f69ec1a8-b8a7-4166-a989-fcf3572a66d2, snow-staff, 392.43, 1
9cf3c6e1-a8a6-49a1-81c2-a8bc01720381, denim-denouement, 1152.57, 1
f0f7859a-267e-41d7-8034-c8dca173ac3a, buoyant-frank, 600.39, 0
53eb97b6-6e4d-45dd-9d18-9d5ebabb1132, salty-frequency, 829.11, 0
c7641545-01fc-4f3a-b14f-be596839bde0, silver-mobile, 826.08, 0
62a91e0b-edc7-430c-aeff-9939c480888a, isochoric-ledger, 368.69, 1
de15eccb-324d-471a-a697-54378278803e, mint-protagonist, 1305.14, 1
dea3d0f0-3971-4029-ab38-8b71fc1b757d, snowy-squad, 967.07, 0
7897c158-222d-4783-919c-b530d55b20e0, worried-class, 502.84, 0
96e1e526-524f-43dc-830c-aaae5fb6d2de, sugary-station, 957.38, 0
c68b89bd-6e0a-4ded-a137-bb6ebdfaade9, indigo-budgie, 672.27, 0
62c5be43-55e2-4fdd-88f3-280d09018425, salty-layover, 1298.78, 1
af51003d-98f1-4b37-b000-d277d5ee553f, coal-riff, 660.57, 0
f30e631e-1ad9-462a-9a42-fd1e2d487980, coplanar-pigment, 165.75, 1
98ae412e-6404-45a2-9485-234aedbc4340, leather-checkout, 742.8, 0
3fed7db1-1c8c-4dd1-99e4-d37ee9d64a69, another-keel, 418.26, 1
137eb331-703f-42f3-bca6-8a153f330c3a, many-filter, 336.92, 1
2ed41b77-b2cc-4a2e-9dfd-37d982dfe413, fixed-pointer, 665.34, 0
662a31d9-2ce9-45b1-a93f-c1941e84166c, hidden-pattern, 510.12, 0
3de4f6e0-82d4-4b81-9146-3bf1e4bae6cb, isobaric-lard, 151.43, 1
cdf25350-9e8b-44fa-8d5e-c15b63018c8b, chill-tuple, 842.73, 0
cce5e3bf-2f58-4bc5-a157-e0ddf41050a7, relative-wave, 762.09, 0
72a15ba5-88b4-4885-8213-4d728790b18b, mild-aerator, 906.02, 0
2a7f88e0-40dd-44d0-ae8f-8efd2609d8c8, burning-design, 811.56, 0
96414198-7499-488c-8a46-0f3a3611dc0c, careful-delta, 653.1, 0
f215e7d2-8b54-460f-b9ed-8fb14745c328, graceful-steak, 1346.45, 1
968f5e70-0c44-4baf-96f3-ebc2a8fdc655, delicious-discriminant, 590.55, 0
33e93cd9-fdfe-45cc-a1c9-1d3c858b81c4, tense-brownstone, 514.43, 0
7ee9b70b-30b1-4150-a576-c1a84ba82f86, median-frontlist, 728.14, 0
dcf6a4fc-4fa0-4de2-a9a1-b5dad9712945, big-lane, 992.03, 0
1c779c8d-8eee-444f-9f2a-7cdfe16d8ff0, obliging-fleet, 841.0, 0
04377884-cf14-4109-b801-f2f8884cc72e, antique-skillet, 774.48, 0
92da64f6-201b-4c9d-8554-60c6b3bf2f8e, brass-bleed, 628.86, 0
6f31b5ce-1679-4be8-a555-2cd69cd0ab74, ecru-skua, 964.35, 0
0f36181a-9917-4d33-bd79-cdb397755e47, dynamic-university, 220.23, 1
36aabce2-ba45-4bac-ba6f-3265b2919b5b, emerald-format, 1352.16, 1
69b2893b-24c9-47cc-8f88-641b144592a6, brutal-cyclotron, 31.99, 1
c0bb0eec-51c9-4241-80a0-75766867daaf, raw-bass, 447.32, 1
05a9d3d9-2c91-452c-a852-7f2281d07b3e, leather-codec, 1269.19, 1
4ef0f5da-cebe-4cb9-9e7e-3c552ec8f9fe, burgundy-gully, 1119.02, 1
e569801e-88dd-4533-937b-14eb6c1c8811, free-permutation, 1129.34, 1
bc9925bd-9839-4690-a7a8-7e8591bd2f78, saucy-bird, 775.37, 0
89d0db8f-e9a4-4281-8555-e7b7ab67fc68, optical-centroid, 1218.25, 1
9a5d1d83-37dd-4d90-942b-79725e40ce5e, brass-weed, 791.73, 0
9f997f27-20dd-4686-a780-22389b8245a4, electrical-skeleton, 641.87, 0
6f60b80c-f2e1-4baf-9fb3-9cda09e5629c, light-trill, 793.95, 0
c3907dcc-0382-4ffd-ae3b-c01dcbd894ad, azure-matrix, 1253.94, 1
4414641c-8656-47a8-b884-526357dc8199, maroon-grunt, 788.16, 0
ec4cae04-a1ec-45d6-8e30-4a0b711df5ca, gravitational-accrual, 606.88, 0
01e79811-9507-4f3a-bfe3-7adc8df72564, legato-tea, 482.39, 1
19100a8d-472f-417c-ac92-77fc27c33484, round-roman, 756.35, 0
15309d6f-34c1-426a-83d6-bef38093db60, brown-rank, 1298.38, 1
f170956e-99d4-417d-96e4-1c95a5ebd0da, ecru-beat, 911.99, 0
e3a3eeab-428a-4e4b-b55f-77fdb6a58430, open-yard, 684.64, 0
2593cef2-8086-48cc-9dea-1e3d4e9a4ede, calm-ensemble, 906.72, 0
47167982-0628-413a-ae73-66876f5a3ace, feldspar-editor, 551.19, 0
86668d4c-7863-4cc8-8e5a-f41b3ae6a564, fancy-batch, 343.91, 1
917f2570-ac31-4ce2-a5eb-2b31678eaca5, chewy-repo, 773.97, 0
39cc1081-5dd7-46a3-8a04-a90d04160825, weary-class, 515.02, 0
7619f1f6-40d5-4345-8318-1f2621fdf6a9, solid-acquisition, 842.41, 0
d9766ea6-c5fe-476c-a658-3b8cf55e0c6c, ferocious-codec, 1067.91, 1
1a344470-56df-466b-bc21-ad99fd92e000, one-silo, 1391.52, 1
820ed15e-07a8-477c-8d9c-7ff5c9debe1c, resolving-syrup, 147.87, 1
78ce1c19-9e7e-4a52-a4a8-710afe13144b, linear-feta, 867.99, 0
36c1d0a5-ab9c-4114-9a28-0e5648123f46, resultant-fractal, 498.14, 1
f695473d-6d26-48ce-82bd-7a785bc81733, mad-party, 1338.67, 1
7e03ae45-dc60-4913-b9dc-ed940b0e35e8, straight-stucco, 1443.03, 1
cb9e7de9-9367-4dce-a45d-c80fce04ca07, null-charlie, 44.75, 1
46c71c8c-fe3e-4558-8252-43ec54e0ad7c, intractable-bell, 734.87, 0
84a734f6-8ef1-46bf-89ad-01204b26968f, cloying-octree, 1190.66, 1
9e4c2de4-76ed-44a5-81e8-ba8b7988dd14, objective-citadel, 754.94, 0
73efb95d-2440-4173-943d-747bd4dabed2, charcoal-vendor, 747.51, 0
64d807a1-6a13-4f49-84d8-bee3fd793dbf, corporate-island, 752.78, 0
738c10c2-afb1-48bc-b8b5-89b540d880b9, complex-nugget, 888.29, 0
d3d6f8a9-4adf-4b7c-b825-ebe5f6bbdcfb, salmon-guava, 631.49, 0
60258d63-400a-41a3-b554-942d8fb9dc93, ornery-rout, 421.01, 1
b0bf6942-7549-44d6-83dd-6a72f276677e, composite-gate, 837.96, 0
44121c3f-e886-4d74-b583-9fe969890c95, ferocious-perimeter, 1391.03, 1
138a40e5-5f42-4f9f-af64-a89d79a6df06, moist-nut, 833.72, 0
a4eb8000-7db4-4759-9333-72f11f497791, fuchsia-citrus, 1493.04, 1
c183d7c1-ea42-449c-8a00-d27df90cd81e, legacy-point, 481.89, 1
f2e8e50a-d4db-46e9-9638-b9ec85096226, right-clover, 1311.72, 1
b64194c4-e27f-48dd-92c0-bdebd309cf93, composite-pergola, 1466.36, 1
b927c985-a1a1-4236-a45e-5bd1876cbfff, open-cabana, 367.37, 1
baf894e7-8e1a-4df9-91f4-f6d023954d22, violent-mesh, 1054.88, 1
8907b1ed-105d-4a5d-8cd0-c37a4db32f17, chewy-surrender, 732.68, 0
9dab4197-7418-484c-9653-a2820c0ab9ea, chewy-column, 1369.47, 1
6785a06c-7a4e-42b1-9269-8e91a1538e12, neat-rhea, 897.54, 0
4204cc26-8bf4-4a18-a3eb-4d87ba925027, corporate-syrup, 303.23, 1
363bbbb6-b8f1-4865-90c7-d8dfc4997bf1, broad-row, 509.69, 0
6ea07776-4b29-4a62-8731-af46a119fa8d, gourmet-engine, 704.74, 0
9efcc3a8-7f45-422f-aaa9-20d96d33d5cd, searing-rower, 240.21, 1
00e7c40b-3198-4b7c-8c66-e9890686b62d, taxonomic-reload, 528.8, 0
0d0f23b3-7089-4cd1-9bac-2574c13fcfcc, fat-factor, 611.18, 0
4198a440-5525-4e17-a26a-d7ec08191bb2, complicated-freeway, 577.56, 0
842cf240-ac97-429e-b7ab-39ad61c896f8, jolly-bug, 526.2, 0
a8c216dd-828a-4de3-a341-9f1cb9412ab4, rubbery-analog, 922.87, 0
6888db1a-8f74-4452-8f79-27a9e816550b, molten-rank, 341.5, 1
d4a96d27-b681-4f8b-a0ad-e23d22ef09b0, briny-ghost, 997.31, 0
aa066249-a787-4bc3-a8b9-dd9335ffee9b, mint-can, 972.2, 0
d2466522-96a5-494f-a870-79fdc8aee315, plain-onion, 832.64, 0
40fd37de-1c0e-4bb9-beae-8fadc3d712c1, corn-offense, 1463.25, 1
47a6ad22-fb5f-4f1b-a5fb-18d45d70862d, pleasant-flitch, 544.33, 0
33378bfd-f4cf-4ba7-8b7f-77b17db7ada8, rowdy-executive, 861.46, 0
3f3776e8-a0e4-40a0-b010-f2fbfdfc9c9c, contemporary-fort, 370.14, 1
5cc3ca08-1232-493c-a064-b9d52b9dc612, concurrent-contrast, 1066.13, 1
5928b29e-431c-41c5-98cb-d9562ff74515, rude-bench, 706.96, 0
602d4fd1-987d-4dbc-bfac-49fa8c94e56a, warped-tee, 663.05, 0
38b3b9d9-5277-45a2-ad29-d2704bfbb4e7, cold-road, 210.59, 1
51ff478c-5297-4dcc-838d-b785d9a6d4ad, tart-cylinder, 1495.69, 1
39e70c47-446a-481d-9c5f-a01d66584381, olive-canvas, 1075.3, 1
4bed1dba-accf-4d8d-8db2-dd41938f0fd5, absolute-pot, 61.11, 1
c882ed9d-f5b6-4972-a4e6-e83859c250c2, optimal-centroid, 1174.5, 1
83504318-7251-47c4-8da6-ebeab1304997, merry-transit, 877.42, 0
a21e5d2d-142c-431e-83cb-c7d5e5f35e5d, rounded-filter, 700.41, 0
700d1c79-e60e-474d-a927-576054b4b007, teal-channel, 796.82, 0
35466be7-ae9f-491f-ba47-62a0eb032a9a, cool-ketchup, 750.86, 0
0cf19223-8e3c-4160-8c0b-c6a61348f175, senile-class, 648.41, 0
101f59a7-0353-4c39-89df-a479c9d4627f, other-media, 788.4, 0
b863ca57-5889-4cfc-bd32-444ec0b4c281, exact-eggs, 680.16, 0
e59ce0c8-e5b2-4bde-beac-2389421d01a4, happy-queso, 342.93, 1
0a7603a0-ab82-4707-b5bd-457dbdbc12a8, furious-rocket, 1306.63, 1
e1ee0a01-0bb3-40b1-b236-1880cda65eac, internal-gin, 1079.84, 1
2d1d2312-7916-437b-aa7c-aa89b93b7014, silver-sugar, 935.22, 0
8ee1ba78-31f1-4b5c-90ef-9af55d60fea2, boxy-chain, 437.37, 1
49abed53-8c57-4bbc-b917-9da634de50b6, afraid-tartar, 966.05, 0
8f0e200e-996b-4e70-8bba-e3a30992fc10, rectilinear-game, 680.48, 0
945f1b9c-b96b-4c6e-97fe-d8e168646e65, grizzled-forest, 1079.2, 1
2619f8d3-9611-489b-89da-061b504d0771, staff-feed, 1221.75, 1
5125afa5-2fda-4df7-b819-fc71ba16590e, blazing-dam, 965.47, 0
acca2d69-4d9b-4eff-a832-4dc3c7256ff8, chestnut-buyout, 1361.89, 1
c4930cad-7d13-46b5-b531-69fa86a94050, dense-guitar, 1083.09, 1
1892fb01-6259-46c0-9a91-3096ae5975b5, freezing-function, 721.36, 0
7221d9c9-eb6d-4fd8-9f0e-730fc1118421, rich-recourse, 1266.61, 1
e9e698f8-2ab5-493d-8fb9-a54153e3a48f, sunny-mean, 820.12, 0
6c19eaa3-c2b2-4c6e-a779-8d8d5b04a222, relaxed-chain, 1490.37, 1
ca09e84c-7a60-404d-985f-86c75242c496, speedy-fur, 25.59, 1
74933e6a-d9b6-4bbb-8a1d-e01df5417b7a, randomized-swale, 1444.64, 1
e67705f3-5011-42f4-864e-fa10049b2e17, greasy-thrush, 1439.49, 1
a8d4e372-05bd-46ea-9a4a-f14687ad5215, nervous-roundel, 42.97, 1
3ee87b4e-e912-4ac6-93b2-e3daaa68f5a0, chalky-transfer, 1450.35, 1
cd8d33a2-c880-4598-9dfd-e9944e69a941, international-roundel, 680.88, 0
d46efb9e-916b-4dc5-9e6f-67a1f668bec4, careful-candy, 1235.29, 1
ecb7776b-9480-44c5-a95f-f3f5872fb429, toasted-gingham, 950.37, 0
c24590fe-40b7-49b8-ada1-3082b43970da, zingy-fugue, 285.06, 1
5ac96eee-3052-46d6-af19-57c5c607c6a2, shortest-owl, 660.18, 0
2471fa42-9e8f-4a35-b98d-83379846d201, some-weight, 929.89, 0
24fef75c-812f-4c1e-9a2f-c7993f526533, bordeaux-cube, 976.71, 0
7716d3bd-1e99-4a15-95db-12e1d22c3d14, icy-buy-in, 1256.13, 1
9a5ce2f8-2cb7-46de-bdbd-6993062b9749, clever-bismuth, 576.12, 0
fb79a308-abca-491d-8f31-aa836a0d0fb3, another-map, 741.12, 0
62e447ce-c0a5-445d-a60b-ef97d0fb6fe7, nuclear-callable, 746.64, 0
482cb5dd-948f-4bf6-b5b9-f6d65ad3b548, muffled-record, 676.46, 0
666456ca-2c5d-4c12-8273-83e362e61180, curious-dimension, 539.91, 0
f5248bee-3e5a-4c8f-af2c-dc7964fff52f, adventurous-fortress, 649.3, 0
1ae9acaf-ab9e-455f-bce9-d5c1d7f99f8c, salty-secant, 618.38, 0
23d7e9c2-4706-48d1-ab47-458ec280a54a, pleasant-bandwidth, 963.56, 0
0b019848-fb08-4f35-943a-f711c91b51c4, succulent-lily, 538.03, 1
8af52380-ab24-4b26-b41a-efda7755c8b2, convex-artifact, 579.39, 0
4539963a-3f6c-4712-8465-cfd3c5439215, brilliant-sheet, 1266.03, 1
4cea1582-8459-4618-ac5d-3a1ca48d5fd6, exponential-poset, 235.84, 1
a4cb2204-7f05-4012-a059-eca41f464e3a, swarm-adventure, 1334.64, 1
21794ad3-97b7-497d-af78-86abfa628489, cautious-dividend, 1151.55, 1
0bb02716-aab3-417e-a733-7dbeae602557, scared-soul, 818.93, 0
b78341dc-aedd-4108-9cb2-5cd2bf98a5a1, hushed-head, 838.12, 0
82d5bcd9-f438-4fa5-8e47-4fd21611f10e, eager-bracket, 597.64, 0
fdab6d0c-43ff-4725-be6a-cd30dbb13ee2, active-histogram, 409.55, 1
cf0da150-19e3-44fe-a2f3-e713c39d38d8, global-entree, 322.02, 1
39ebdd53-0523-4f0f-aaa1-2038bf71856b, dynamic-parallel, 551.06, 0
b626e573-6d67-40ca-a0ce-545db0b83a7a, tart-camp, 584.51, 0
648d5f99-c508-4957-84eb-a0a0ba2e19ca, magenta-bond, 959.7, 0
4bb1d97b-56bd-4e14-a8f5-dc22640ec3a7, senior-sharp, 85.99, 1
a551136b-cafd-44db-babc-7367101cc83a, thin-keep, 1367.56, 1
dae50fb0-82fb-459d-bd1d-87415a811255, internal-median, 1373.45, 1
2dc69a26-2db6-43c4-9396-2aeb694b2259, bipartite-corolla, 1213.99, 1
22e7ee19-ef08-40e9-92cd-3c9c642ca828, closed-owl, 1135.16, 1
dfef76d7-8c07-43ca-b130-57dbbba0aa8b, senile-mulberry, 607.5, 0
3f1722b5-d099-4d5b-8682-3b6596330428, blocky-boondoggle, 1068.02, 1
a654f69d-9d53-4e10-aba0-2be14f48478b, coral-avocet, 567.11, 0
908fe7cf-4a33-442e-b989-68690df6639b, broad-dog, 143.78, 1
0ae8da1e-a3f4-48b2-888e-52a15169cc73, smart-shrine, 391.04, 1
5891c5ed-2c61-443e-94e7-cb62d72d881e, colorful-quarter, 1198.18, 1
e1a29268-f80a-49a5-8a41-87c5226c3436, nimble-butterkase, 1189.75, 1
892d6ff7-7623-490d-93e9-aa24f1051d7b, mad-patch, 924.27, 0
4a81b5ec-5120-4c1e-a1ac-00eb2e503a64, rigid-platform, 1137.44, 1
43e353ca-b582-4b54-8e0e-98e8a545c1a1, ascent-joule, 530.38, 0
701f4e1d-1e71-4122-bdbd-c215616f7534, immense-index, 704.24, 0
1e3d8450-6b81-4db5-b8f4-ab233fa40be0, happy-inverse, 620.84, 0
04c56708-9a19-47ed-bd12-f382adccfeb4, customer-head, 298.79, 1
0e1f611b-4e34-4da2-b98a-024dacc53eeb, dynamic-snipe, 726.81, 0
97f06d33-92f4-4b75-ad57-67fc5ff529cb, hidden-imperative, 762.4, 0
1432a074-3a2f-4eed-bff5-ebf6640819ad, affable-stream, 1432.76, 1
297b88c0-90ca-4042-90b5-f716bf0c9d26, stringy-goldfinch, 540.13, 0
d56f32ed-4cfb-4845-ae54-5cdec916beeb, quadratic-hypotenuse, 477.41, 1
3b36143e-0a24-47e3-8fec-979cf1806020, champagne-bulkhead, 713.14, 0
